	Unnamed: 0_x	person_id	arrest_id_x	charge_degree	offense_category	arrest_date_event	Unnamed: 0_y	arrest_id_y	age_at_arrest	sex	race	arrest_date_univ	y	current_charge_felony	num_fel_arrests_last_year
3658	586	320209	4507353	misdemeanor	violent	2018-01-15	986	4507353	35.61369863013699	M	White	2018-01-15	0	0	0
852	4258	27249	4510586	misdemeanor	property	2018-01-15	960	6478529	22.87945205479452	M	Black	2016-11-01	0	0	0
1014	2612	29538	4502396	felony	violent	2018-01-16	756	4502396	35.553424657534244	M	Black	2018-01-16	0	1	0
5518	5230	1273296	4501073	misdemeanor	property	2018-01-16	666	6762675	28.167123287671235	F	White	2016-08-10	0	0	0
2320	5589	74723	4502652	misdemeanor	drug	2018-01-16	593	4502652	33.131506849315066	M	White	2018-01-16	0	0	0
6169	1617	2406706	4500531	misdemeanor	violent	2018-01-16	431	4500531	25.15890410958904	F	Black	2018-01-16	0	0	0
5324	5100	1124386	4494534	misdemeanor	drug	2018-01-17	399	6928740	19.56164383561644	M	Black	2016-06-21	0	0	2
3328	3759	202960	4497116	misdemeanor	property	2018-01-17	777	4331087	38.224657534246575	M	Black	2018-02-15	1	0	0
3521	5357	253477	4495098	misdemeanor	other	2018-01-17	970	7019251	51.3013698630137	M	White	2016-05-24	0	0	0
4910	4906	1015284	4493795	felony	violent	2018-01-17	619	4493795	32.586301369863016	M	Black	2018-01-17	0	1	0
2212	2325	71257	4495056	misdemeanor	property	2018-01-17	630	2922536	33.32054794520548	M	Black	2018-10-02	0	0	1
6385	6307	3121881	4496581	felony	other	2018-01-17	112	4263198	31.095890410958905	M	mixed	2018-02-28	1	1	0
4193	3936	586087	4497239	misdemeanor	other	2018-01-17	301	4497239	31.265753424657536	M	Black	2018-01-17	0	0	0
2512	123	79024	11998282	misdemeanor	property	2018-01-18	52	6759183	37.75616438356165	M	Black	2016-08-10	1	0	0
1915	2907	63935	4490224	misdemeanor	other	2018-01-18	341	7021379	29.64109589041096	F	White	2016-05-24	1	0	0
5597	2864	1302726	4489503	misdemeanor	property	2018-01-18	878	2950470	32.536986301369865	M	White	2018-09-27	1	0	0
1916	2908	63935	4490225	misdemeanor	property	2018-01-18	341	7021379	29.64109589041096	F	White	2016-05-24	1	0	0
2506	89	79024	4486337	misdemeanor	property	2018-01-18	52	6759183	37.75616438356165	M	Black	2016-08-10	1	0	0
1917	2909	63935	4490226	misdemeanor	other	2018-01-18	341	7021379	29.64109589041096	F	White	2016-05-24	1	0	0
857	4271	27249	4484277	misdemeanor	property	2018-01-19	960	6478529	22.87945205479452	M	Black	2016-11-01	0	0	0
1827	4907	59002	4481139	felony	violent	2018-01-19	902	4481139	39.21095890410959	M	Black	2018-01-19	0	1	0
4202	59	637495	4484900	felony	violent	2018-01-19	520	4521188	23.410958904109588	M	Black	2018-01-12	0	1	1
442	2628	15340	4483116	misdemeanor	other	2018-01-19	237	5697246	39.5972602739726	M	White	2017-05-31	1	0	3
709	2534	25425	4478322	misdemeanor	drug	2018-01-20	130	4398368	38.36438356164384	M	White	2018-02-02	1	0	0
927	6489	27558	4478680	misdemeanor	other	2018-01-20	54	4448872	37.512328767123286	M	Black	2018-01-25	0	0	0
665	5395	24750	4478288	misdemeanor	drug	2018-01-20	313	2586870	35.0958904109589	M	White	2018-12-06	0	0	0
3510	6488	251820	4478468	misdemeanor	other	2018-01-20	461	4307219	31.624657534246577	M	Black	2018-02-20	0	0	0
5214	3251	1075503	4479809	misdemeanor	property	2018-01-20	212	6623957	61.09041095890411	M	Black	2016-09-19	0	0	0
4357	3036	847667	4477782	misdemeanor	violent	2018-01-21	569	5564259	32.27945205479452	F	Black	2017-07-03	0	0	0
5842	1792	1516499	4469015	felony	property	2018-01-22	39	4469015	63.25479452054795	M	White	2018-01-22	1	1	0
6317	5613	2881955	4471356	misdemeanor	other	2018-01-22	748	7457196	35.83561643835616	F	White	2016-02-17	0	0	0
1258	3032	43443	4464924	misdemeanor	drug	2018-01-23	378	5150392	20.756164383561643	M	Black	2017-09-20	1	0	0
3882	4562	344444	4458701	misdemeanor	property	2018-01-23	270	4865164	27.265753424657536	M	Black	2017-11-06	1	0	0
926	6487	27558	4463028	misdemeanor	property	2018-01-23	54	4448872	37.512328767123286	M	Black	2018-01-25	0	0	0
6430	2535	3223578	4461595	misdemeanor	property	2018-01-23	493	7003161	41.298630136986304	F	Asian	2016-05-30	0	0	0
5540	2042	1292211	4460552	misdemeanor	drug	2018-01-23	717	4460552	21.145205479452056	M	Black	2018-01-23	1	0	0
6429	5434	3218878	4461707	felony	property	2018-01-23	269	5689836	33.95616438356164	F	White	2017-06-02	0	1	1
6316	5612	2881955	4461907	misdemeanor	other	2018-01-23	748	7457196	35.83561643835616	F	White	2016-02-17	0	0	0
4789	4924	990237	4452127	misdemeanor	drug	2018-01-24	854	4452127	21.10958904109589	F	Black	2018-01-24	0	0	0
529	4801	17881	4452193	misdemeanor	drug	2018-01-24	753	4771776	31.526027397260275	M	Black	2017-11-21	0	0	2
4092	5660	533988	4454687	misdemeanor	other	2018-01-24	110	6485726	27.197260273972603	M	White	2016-10-30	0	0	0
3607	3784	306374	4456365	misdemeanor	violent	2018-01-24	703	4456365	53.26027397260274	F	Asian	2018-01-24	0	0	0
5270	5842	1114013	4457859	felony	other	2018-01-24	407	4457859	48.7945205479452	F	Black	2018-01-24	0	1	1
910	4270	27558	4448872	misdemeanor	property	2018-01-25	54	4448872	37.512328767123286	M	Black	2018-01-25	0	0	0
925	6486	27558	4448873	misdemeanor	other	2018-01-25	54	4448872	37.512328767123286	M	Black	2018-01-25	0	0	0
2609	4402	81290	4438316	misdemeanor	other	2018-01-26	575	4524599	20.134246575342463	M	Black	2018-01-11	0	0	2
6118	4661	2143682	4437585	misdemeanor	property	2018-01-26	646	5014497	54.484931506849314	M	White	2017-10-14	0	0	0
4397	3211	860034	4444008	misdemeanor	property	2018-01-26	530	4689683	41.83287671232877	M	Black	2017-12-06	0	0	1
6364	4091	3097517	4436198	misdemeanor	property	2018-01-27	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
1261	3309	43443	4437227	felony	violent	2018-01-27	378	5150392	20.756164383561643	M	Black	2017-09-20	0	1	0
319	1040	12751	4435364	misdemeanor	violent	2018-01-27	73	4435364	26.40821917808219	M	Black	2018-01-27	1	0	1
2129	4561	69058	4433890	misdemeanor	other	2018-01-28	402	7255033	49.24931506849315	F	mixed	2016-04-10	1	0	0
3086	3939	94941	4434854	felony	property	2018-01-28	272	4434854	25.70958904109589	M	Black	2018-01-28	0	1	0
896	6328	27382	4434613	misdemeanor	property	2018-01-28	75	7381538	26.56438356164384	M	Black	2016-03-07	1	0	0
2124	4030	69058	4434373	misdemeanor	other	2018-01-28	402	7255033	49.24931506849315	F	mixed	2016-04-10	1	0	0
5395	1724	1134813	4430539	felony	property	2018-01-29	699	7159070	18.42465753424657	M	Black	2016-05-05	0	1	6
327	1039	13178	4430134	misdemeanor	violent	2018-01-29	363	6641052	20.01095890410959	M	Black	2016-09-13	0	0	1
5394	1724	1134813	4430539	felony	property	2018-01-29	478	5928260	19.339726027397266	M	Black	2017-04-04	0	1	6
6372	6327	3097517	4415800	misdemeanor	other	2018-01-31	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
3497	2041	247459	4413925	felony	violent	2018-01-31	432	4852731	22.10684931506849	M	Black	2017-11-08	1	1	2
1439	5011	49237	4412558	misdemeanor	drug	2018-01-31	96	6507127	20.09041095890411	M	Black	2016-10-22	0	0	0
4846	1836	1002535	4413579	misdemeanor	property	2018-01-31	388	5559287	23.715068493150685	M	Black	2017-07-04	0	0	0
1250	2893	43143	4414756	felony	property	2018-01-31	971	4414756	35.93150684931507	M	White	2018-01-31	1	1	0
3242	4571	126282	4406759	misdemeanor	drug	2018-02-01	3	3573863	36.465753424657535	M	Black	2018-06-20	0	0	1
5838	1877	1515517	4397666	felony	violent	2018-02-02	549	4397666	38.52876712328767	M	White	2018-02-02	1	1	0
5999	5349	1697642	4398085	misdemeanor	drug	2018-02-02	606	4398085	19.47945205479452	F	Other	2018-02-02	0	0	0
3654	483	320209	4396716	misdemeanor	violent	2018-02-02	986	4507353	35.61369863013699	M	White	2018-01-15	0	0	0
347	5059	13178	4397636	misdemeanor	drug	2018-02-02	363	6641052	20.01095890410959	M	Black	2016-09-13	0	0	1
712	2616	25425	4398368	felony	property	2018-02-02	130	4398368	38.36438356164384	M	White	2018-02-02	0	1	0
1976	389	65745	4392884	felony	violent	2018-02-04	954	2673805	27.67945205479452	M	White	2018-11-19	1	1	0
6285	5387	2793559	4387357	felony	other	2018-02-05	147	4662342	45.61643835616438	M	White	2017-12-11	0	1	0
2642	5058	81979	4376614	misdemeanor	property	2018-02-06	443	3679700	57.31780821917808	F	Black	2018-05-30	0	0	0
5923	5433	1609935	4378568	misdemeanor	other	2018-02-06	406	7395386	41.40547945205479			2016-03-02	0	0	0
3727	4656	327163	4376143	misdemeanor	other	2018-02-06	916	4612031	33.221917808219175	M	White	2017-12-20	0	0	1
2128	4560	69058	4376215	misdemeanor	other	2018-02-06	402	7255033	49.24931506849315	F	mixed	2016-04-10	1	0	0
4780	996	989231	4372104	misdemeanor	violent	2018-02-07	644	2777894	20.942465753424656	M	Black	2018-10-30	0	0	0
871	4444	27249	4374492	misdemeanor	other	2018-02-07	960	6478529	22.87945205479452	M	Black	2016-11-01	0	0	0
1196	5273	38681	4373819	misdemeanor	other	2018-02-07	801	4546237	41.66301369863014	F	White	2018-01-08	0	0	0
1117	6313	33633	4374570	misdemeanor	property	2018-02-07	169	6995174	18.2986301369863	M	mixed	2016-06-01	0	0	0
1561	2713	51576	4373617	misdemeanor	violent	2018-02-07	159	3138306	52.04657534246575	M	Black	2018-08-23	0	0	0
774	6485	26258	4367944	misdemeanor	other	2018-02-08	412	4367944	22.02739726027397	M	Black	2018-02-08	0	0	0
492	2710	15353	4366753	misdemeanor	property	2018-02-08	560	3039691	34.391780821917806	F	White	2018-09-11	0	0	0
5878	1447	1543625	4358110	misdemeanor	property	2018-02-09	441	4283852	56.85753424657534	M	Black	2018-02-25	0	0	0
2945	6071	92254	4354694	misdemeanor	other	2018-02-11	413	4354694	25.13150684931507	M	Black	2018-02-11	0	0	0
5542	5103	1292211	4347592	misdemeanor	drug	2018-02-12	717	4460552	21.145205479452056	M	Black	2018-01-23	1	0	0
2019	591	66208	4339990	misdemeanor	violent	2018-02-13	888	4339990	40.43013698630137	M	Black	2018-02-13	0	0	0
5993	5345	1675740	4341601	misdemeanor	other	2018-02-13	609	6147642	34.961643835616435	M	White	2017-02-07	0	0	0
2441	5611	77276	4341969	misdemeanor	drug	2018-02-13	94	6096501	42.9041095890411	M	Black	2017-02-19	0	0	2
2041	847	66936	4334325	felony	violent	2018-02-14	926	4531245	46.2958904109589	M	Black	2018-01-10	0	1	1
5060	169	1063563	4332878	misdemeanor	property	2018-02-14	385	4827776	30.816438356164383	M	White	2017-11-13	0	0	0
676	2459	25060	4335959	misdemeanor	violent	2018-02-14	718	4796664	25.947945205479453	F	Black	2017-11-19	1	0	0
3300	6155	175405	4338553	felony	violent	2018-02-14	210	4862015	20.88219178082192	M	Black	2017-11-07	0	1	4
5059	164	1063563	4332879	misdemeanor	drug	2018-02-14	385	4827776	30.816438356164383	M	White	2017-11-13	0	0	0
5067	255	1063563	12006592	misdemeanor	drug	2018-02-14	385	4827776	30.816438356164383	M	White	2017-11-13	0	0	0
5068	256	1063563	12006598	misdemeanor	property	2018-02-14	385	4827776	30.816438356164383	M	White	2017-11-13	0	0	0
313	1430	12352	4334398	felony	property	2018-02-14	235	4334398	19.084931506849315	M	Black	2018-02-14	1	1	1
4597	4722	921658	4327342	misdemeanor	drug	2018-02-15	143	4564410	24.813698630136987	M	Black	2018-01-02	0	0	0
6080	1791	1985162	4328012	misdemeanor	property	2018-02-15	152	4328012	36.55342465753424	M	White	2018-02-15	0	0	0
3331	6182	202960	4331087	misdemeanor	property	2018-02-15	777	4331087	38.224657534246575	M	Black	2018-02-15	1	0	0
3501	4084	251820	4329979	misdemeanor	property	2018-02-15	461	4307219	31.624657534246577	M	Black	2018-02-20	0	0	0
4933	11	1026471	4327311	misdemeanor	other	2018-02-15	197	5775568	21.797260273972604	M	Black	2017-05-14	0	0	1
2991	3542	92636	4324643	misdemeanor	property	2018-02-16	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
181	4810	8089	4321189	misdemeanor	drug	2018-02-16	586	4652942	22.35890410958904	M	Black	2017-12-12	0	0	1
623	2130	23004	4323268	misdemeanor	drug	2018-02-16	103	5232450	55.75890410958904	M	White	2017-09-07	0	0	0
5703	4000	1348192	4323469	misdemeanor	violent	2018-02-16	966	5474682	19.54520547945205	M	Black	2017-07-21	0	0	0
954	3541	27836	4319635	misdemeanor	violent	2018-02-17	576	6766557	36.69041095890411	M	White	2016-08-09	1	0	0
2869	3633	91481	4319416	misdemeanor	property	2018-02-17	117	4650173	21.28219178082192	M	Black	2017-12-13	0	0	0
6295	2820	2871747	4317459	misdemeanor	property	2018-02-18	658	6601849	53.79726027397261	M	Black	2016-09-23	0	0	0
3744	388	336042	4317176	misdemeanor	other	2018-02-18	610	5170311	55.30684931506849	M	White	2017-09-15	1	0	0
2460	3999	78499	4314675	misdemeanor	violent	2018-02-19	852	4314675	35.8	M	Black	2018-02-19	0	0	0
3301	6172	176762	4308924	misdemeanor	drug	2018-02-20	487	4308924	27.912328767123288	M	Black	2018-02-20	0	0	0
589	4523	21493	12005459	misdemeanor	drug	2018-02-20	358	2652491	24.136986301369863	M	White	2018-11-23	0	0	0
3509	6483	251820	4307219	misdemeanor	other	2018-02-20	461	4307219	31.624657534246577	M	Black	2018-02-20	0	0	0
2794	4917	84823	4304942	misdemeanor	drug	2018-02-20	400	2922877	24.0	M	Black	2018-10-02	1	0	0
2812	1001	85446	4298064	felony	drug	2018-02-21	778	6604737	18.117808219178084	M	Black	2016-09-22	1	1	0
3496	1722	247459	4298564	felony	violent	2018-02-21	432	4852731	22.10684931506849	M	Black	2017-11-08	0	1	3
1266	4087	43838	4301105	misdemeanor	property	2018-02-21	34	4301105	25.852054794520548	M	Black	2018-02-21	0	0	0
4486	1002	909864	4298291	misdemeanor	violent	2018-02-21	80	6892870	22.273972602739725	M	Black	2016-07-02	0	0	0
131	999	5400	4292218	misdemeanor	violent	2018-02-22	642	4292218	27.21917808219178	M	Black	2018-02-22	1	0	0
4281	841	725268	4292059	misdemeanor	violent	2018-02-22	492	6889724	30.73972602739726	M	mixed	2016-07-05	0	0	0
3507	6461	251820	4294589	misdemeanor	other	2018-02-22	461	4307219	31.624657534246577	M	Black	2018-02-20	0	0	0
4832	4719	1000343	4287338	felony	drug	2018-02-23	283	3895575	22.04931506849315	F	Black	2018-04-20	0	1	1
5232	5954	1107929	4290696	misdemeanor	violent	2018-02-23	650	4290696	49.46849315068493	F	White	2018-02-23	0	0	0
5488	5346	1244695	4285426	felony	other	2018-02-24	211	3046602	45.02739726027397	F	White	2018-09-10	1	1	0
2911	6458	91718	4285796	misdemeanor	property	2018-02-24	25	6028961	29.572602739726022	M	Black	2017-03-09	0	0	0
1821	4912	58583	4285077	felony	drug	2018-02-24	266	3982258	27.813698630136987	M	Black	2018-04-07	1	1	0
3403	3770	228162	4285956	misdemeanor	violent	2018-02-24	455	7542921	39.77534246575343	F	mixed	2016-01-20	0	0	0
1098	6159	33253	4284534	felony	property	2018-02-25	649	4284534	24.306849315068494	M	Black	2018-02-25	0	1	0
1856	1268	60347	4283817	felony	drug	2018-02-25	463	3372243	44.915068493150685	M	Black	2018-07-25	1	1	0
5877	1436	1543625	4283852	misdemeanor	property	2018-02-25	441	4283852	56.85753424657534	M	Black	2018-02-25	0	0	0
934	3767	27785	4280859	misdemeanor	property	2018-02-26	69	4280859	19.4	M	Black	2018-02-26	1	0	0
746	4261	26152	4280786	misdemeanor	property	2018-02-26	671	4957370	27.528767123287672	M	Black	2017-10-24	1	0	1
5706	6246	1348192	4279775	misdemeanor	drug	2018-02-26	966	5474682	19.54520547945205	M	Black	2017-07-21	0	0	0
5522	5201	1279933	4267658	misdemeanor	other	2018-02-27	860	4267658	49.106849315068494	F	Asian	2018-02-27	0	0	0
6074	5272	1806016	4269585	misdemeanor	other	2018-02-27	608	5290353	22.063013698630137	M	White	2017-08-27	0	0	1
3776	4657	336042	4266214	felony	violent	2018-02-27	610	5170311	55.30684931506849	M	White	2017-09-15	0	1	0
3861	5200	342986	4260413	felony	property	2018-02-28	427	3234875	50.80821917808219	M	Black	2018-08-02	1	1	0
3096	3523	98350	4264651	misdemeanor	property	2018-02-28	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
6383	4166	3121881	4263198	felony	violent	2018-02-28	112	4263198	31.095890410958905	M	mixed	2018-02-28	0	1	1
346	5048	13178	4260175	misdemeanor	drug	2018-02-28	363	6641052	20.01095890410959	M	Black	2016-09-13	0	0	0
2332	5595	74726	4255875	misdemeanor	drug	2018-03-01	887	3646741	26.556164383561644	M	Black	2018-06-06	0	0	0
6302	5594	2871747	4255805	misdemeanor	drug	2018-03-01	658	6601849	53.79726027397261	M	Black	2016-09-23	0	0	0
1664	4908	56320	4254001	misdemeanor	drug	2018-03-01	762	4840593	35.95890410958904	M	Black	2017-11-11	0	0	0
3106	3630	98350	4251991	misdemeanor	violent	2018-03-02	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
5797	5843	1475717	4252419	felony	other	2018-03-02	275	3193787	33.11232876712329	F	White	2018-08-10	0	1	0
3095	3522	98350	4251992	misdemeanor	violent	2018-03-02	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
5791	3186	1475717	4252418	misdemeanor	drug	2018-03-02	275	3193787	33.11232876712329	F	White	2018-08-10	0	0	0
93	1658	4741	4236057	misdemeanor	property	2018-03-05	421	4609251	33.49589041095891	M	White	2017-12-21	1	0	1
102	5090	4741	4236056	misdemeanor	property	2018-03-05	421	4609251	33.49589041095891	M	White	2017-12-21	1	0	1
92	1657	4741	4236055	misdemeanor	violent	2018-03-05	421	4609251	33.49589041095891	M	White	2017-12-21	1	0	1
340	4716	13178	4235315	misdemeanor	drug	2018-03-05	363	6641052	20.01095890410959	M	Black	2016-09-13	0	0	0
1437	4715	49237	4227943	misdemeanor	drug	2018-03-06	96	6507127	20.09041095890411	M	Black	2016-10-22	0	0	0
5902	4799	1588377	4227644	misdemeanor	drug	2018-03-06	893	4998162	21.09315068493151	M	Black	2017-10-17	0	0	2
2186	4677	69831	4220795	misdemeanor	other	2018-03-07	31	6029745	28.375342465753423	F	White	2017-03-08	0	0	1
2328	5588	74726	4223484	misdemeanor	drug	2018-03-07	887	3646741	26.556164383561644	M	Black	2018-06-06	0	0	0
5495	1659	1250624	4222134	misdemeanor	violent	2018-03-07	602	5982356	24.66849315068493	F	Black	2017-03-22	0	0	0
1048	2090	32255	4217082	misdemeanor	violent	2018-03-08	984	5773028	42.42191780821918	F	White	2017-05-15	1	0	1
4440	5519	884830	4216734	misdemeanor	drug	2018-03-08	469	3249757	26.75068493150685	M	Black	2018-07-31	0	0	0
3545	6052	259056	4219078	felony	property	2018-03-08	59	4219078	40.772602739726025	M	Black	2018-03-08	0	1	0
4285	1656	725268	4208467	misdemeanor	property	2018-03-09	492	6889724	30.73972602739726	M	mixed	2016-07-05	0	0	0
2396	2742	76733	4209898	misdemeanor	other	2018-03-09	48	4573842	27.47945205479452	F	White	2017-12-30	0	0	1
5807	5014	1488855	4207288	misdemeanor	other	2018-03-09	245	4207288	31.80821917808219	F	mixed	2018-03-09	0	0	0
2463	3	78786	4205882	felony	property	2018-03-09	479	6645202	24.15068493150685	M	White	2016-09-12	1	1	0
2464	4	78786	12006352	felony	property	2018-03-09	479	6645202	24.15068493150685	M	White	2016-09-12	1	1	0
4998	5709	1058203	4212868	misdemeanor	property	2018-03-09	373	7234140	27.33150684931507	M	Black	2016-04-15	0	0	0
3839	316	342694	4203926	misdemeanor	violent	2018-03-10	465	6486630	19.843835616438355	F	White	2016-10-29	0	0	0
3546	6150	259056	4205506	misdemeanor	other	2018-03-10	59	4219078	40.772602739726025	M	Black	2018-03-08	0	0	1
3506	6452	251820	4204521	misdemeanor	other	2018-03-10	461	4307219	31.624657534246577	M	Black	2018-02-20	0	0	0
1182	2112	38535	4202689	misdemeanor	violent	2018-03-11	194	5666738	19.22739726027397	M	White	2017-06-08	1	0	0
3742	370	336042	4202153	misdemeanor	other	2018-03-11	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	1
5423	1922	1137620	4202568	misdemeanor	property	2018-03-11	845	3130830	33.10958904109589	M	Black	2018-08-24	1	0	0
2449	4083	77608	4199387	misdemeanor	property	2018-03-12	934	4613060	36.35890410958904	F	White	2017-12-20	1	0	0
959	6181	27836	4190589	misdemeanor	drug	2018-03-13	576	6766557	36.69041095890411	M	White	2016-08-09	1	0	0
6426	5432	3216126	4188593	misdemeanor	other	2018-03-13	71	5728325	46.04109589041096	M	White	2017-05-26	0	0	0
3952	692	379371	4186984	misdemeanor	property	2018-03-13	946	4641585	25.254794520547943	M		2017-12-14	0	0	0
539	1277	19626	4180688	felony	violent	2018-03-14	263	4180689	21.15890410958904	F	mixed	2018-03-14	1	1	0
540	1278	19626	4180689	felony	violent	2018-03-14	263	4180689	21.15890410958904	F	mixed	2018-03-14	1	1	0
1153	6326	35320	4183612	felony	violent	2018-03-14	544	3607980	24.339726027397266	M	Black	2018-06-13	1	1	0
1878	2918	61596	4183368	felony	property	2018-03-14	846	4183368	38.53972602739726	F	White	2018-03-14	1	1	0
2546	3185	79145	4185409	misdemeanor	violent	2018-03-14	495	4185409	26.87945205479452	F	White	2018-03-14	0	0	0
1198	5291	38681	4176802	misdemeanor	other	2018-03-15	801	4546237	41.66301369863014	F	White	2018-01-08	0	0	0
1500	2040	50867	4174586	felony	drug	2018-03-15	944	5473408	20.72876712328767	M	Black	2017-07-21	0	1	2
1661	4718	56320	8117536	misdemeanor	drug	2018-03-16	762	4840593	35.95890410958904	M	Black	2017-11-11	0	0	0
5331	1933	1127005	4165227	misdemeanor	property	2018-03-17	234	3052452	52.342465753424655	M	White	2018-09-08	0	0	0
3860	5152	342986	4165159	misdemeanor	property	2018-03-17	427	3234875	50.80821917808219	M	Black	2018-08-02	1	0	1
5002	5735	1058203	4164734	misdemeanor	drug	2018-03-18	373	7234140	27.33150684931507	M	Black	2016-04-15	0	0	0
1187	2094	38602	4163621	misdemeanor	property	2018-03-18	853	6235576	43.96986301369863	M	Black	2017-01-14	0	0	0
4032	1038	479529	4163202	misdemeanor	violent	2018-03-18	167	4163202	21.731506849315068	M	Black	2018-03-18	0	0	0
5424	1923	1137620	4159969	misdemeanor	property	2018-03-19	845	3130830	33.10958904109589	M	Black	2018-08-24	1	0	0
2744	1037	83874	4159297	misdemeanor	violent	2018-03-19	757	4159297	24.51506849315069	F	Black	2018-03-19	0	0	0
2673	4408	82486	4146266	felony	violent	2018-03-20	186	5256465	25.63013698630137	M	Black	2017-09-01	1	1	2
3006	4605	92636	4144334	misdemeanor	property	2018-03-20	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
2148	1878	69474	4148118	misdemeanor	drug	2018-03-20	106	6460426	30.30958904109589	F	White	2016-11-07	0	0	0
5740	3303	1435646	4155587	misdemeanor	drug	2018-03-20	847	4155587	32.99452054794521	F	White	2018-03-20	0	0	0
4227	4439	704623	4153597	misdemeanor	other	2018-03-20	185	4153597	33.53150684931507	M	Black	2018-03-20	0	0	0
4462	5010	908756	4143013	misdemeanor	drug	2018-03-21	350	7027943	35.915068493150685	M	Black	2016-05-21	0	0	1
5918	2235	1602937	4143130	misdemeanor	drug	2018-03-21	240	4143130	44.59452054794521	F	White	2018-03-21	0	0	0
2338	5610	74726	4140484	misdemeanor	drug	2018-03-22	887	3646741	26.556164383561644	M	Black	2018-06-06	0	0	0
682	3196	25060	4137593	misdemeanor	property	2018-03-23	718	4796664	25.947945205479453	F	Black	2017-11-19	1	0	0
1932	2926	64098	4137363	misdemeanor	other	2018-03-23	612	4596524	29.213698630136985	F	White	2017-12-26	0	0	1
635	2350	23784	4134331	felony	property	2018-03-23	50	4559816	26.156164383561645	F	White	2018-01-03	0	1	1
2142	369	69085	4131834	misdemeanor	drug	2018-03-23	749	4131834	48.67671232876712	M	White	2018-03-23	0	0	0
1289	5151	44351	4130120	misdemeanor	property	2018-03-24	262	4130120	27.8054794520548	F	Black	2018-03-24	0	0	0
3864	368	343162	4129776	misdemeanor	other	2018-03-24	422	4129776	28.81917808219178	M	Black	2018-03-24	0	0	0
2778	4923	84410	4128404	misdemeanor	drug	2018-03-25	517	5974264	42.84109589041096	F	Black	2017-03-24	0	0	1
6168	830	2406706	4120374	misdemeanor	violent	2018-03-26	431	4500531	25.15890410958904	F	Black	2018-01-16	0	0	0
5839	5057	1515517	4120002	felony	property	2018-03-26	549	4397666	38.52876712328767	M	White	2018-02-02	0	1	1
1515	4456	51323	4126984	felony	other	2018-03-26	811	4837325	32.26027397260274	M	White	2017-11-13	0	1	4
1152	6309	35320	4109743	felony	violent	2018-03-27	544	3607980	24.339726027397266	M	Black	2018-06-13	1	1	1
2331	5593	74726	4109031	misdemeanor	drug	2018-03-27	887	3646741	26.556164383561644	M	Black	2018-06-06	0	0	0
4939	1041	1027662	4107373	misdemeanor	violent	2018-03-27	63	4107373	29.96986301369863	M	Black	2018-03-27	0	0	0
4324	6149	763078	4111160	felony	other	2018-03-27	29	4111160	41.89315068493151	M	Black	2018-03-27	0	1	0
2028	376	66832	4100820	felony	violent	2018-03-28	892	4100820	33.62465753424657	M	Black	2018-03-28	1	1	0
3840	317	342694	4101148	misdemeanor	violent	2018-03-28	465	6486630	19.843835616438355	F	White	2016-10-29	0	0	0
6371	6325	3097517	4091248	misdemeanor	other	2018-03-29	215	3864977	37.23561643835617	M		2018-04-26	0	0	1
4881	4998	1009103	4087945	felony	property	2018-03-29	871	5293905	24.052054794520547	F	Black	2017-08-25	0	1	0
2545	3182	79145	4092738	misdemeanor	property	2018-03-29	495	4185409	26.87945205479452	F	White	2018-03-14	0	0	0
6224	3130	2559192	4092756	misdemeanor	violent	2018-03-29	694	6055237	65.05205479452054	M	Black	2017-03-02	0	0	0
1877	2911	61596	4090597	felony	property	2018-03-29	846	4183368	38.53972602739726	F	White	2018-03-14	0	1	1
3388	6484	220893	4085399	misdemeanor	property	2018-03-30	523	7488749	18.24109589041096	F	Black	2016-02-08	0	0	0
500	1036	15930	4079940	misdemeanor	violent	2018-03-31	335	4079940	26.504109589041096	M	Black	2018-03-31	0	0	0
4749	4922	974497	4078592	felony	violent	2018-04-01	472	4078592	26.5013698630137	M	Black	2018-04-01	0	1	0
3580	6070	277226	4079284	misdemeanor	other	2018-04-01	622	3614608	41.95890410958904	M	mixed	2018-06-12	0	0	0
1876	5699	60742	4078069	misdemeanor	other	2018-04-02	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
4873	2093	1009066	4076093	misdemeanor	violent	2018-04-02	67	5067540	20.96712328767123	M	Black	2017-10-04	0	0	2
4029	5306	474178	4075628	misdemeanor	other	2018-04-02	213	5597498	28.304109589041097	M	White	2017-06-23	0	0	0
4255	4262	720250	4076728	misdemeanor	property	2018-04-02	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
4094	2533	539268	4075863	misdemeanor	property	2018-04-02	626	3993384	44.24383561643835	M	White	2018-04-05	0	0	0
2492	244	78820	12006177	misdemeanor	violent	2018-04-03	899	4003633	34.16164383561644	F	White	2018-04-03	0	0	0
2491	225	78820	4003633	misdemeanor	violent	2018-04-03	899	4003633	34.16164383561644	F	White	2018-04-03	0	0	0
